"","date","cl","clf","clx","cma","cmcsa","cme","cmg","cmi","cms","cnp"
"508",20080201,32.8728,48.0565,52.6315,39.5411,16.7291,103.587,122.65,43.1007,12.8792,12.3311
"509",20080204,32.5325,47.2409,50.6738,37.6707,16.413,105.26,116.98,45.8616,13.0478,12.4993
"510",20080205,32.7114,44.9171,49.4909,36.2745,15.7987,100.278,115,43.7611,12.6542,12.14
"511",20080206,32.4452,45.268,48.2163,35.7037,15.8439,81.6613,108.82,43.1465,12.6301,12.1018
"512",20080207,32.9601,46.1291,47.8998,36.4765,15.7265,89.8396,107.83,44.2014,12.6867,12.033
"513",20080208,32.3972,49.2093,47.4417,35.8442,15.4013,87.9121,108.04,45.0727,12.6705,11.8954
"514",20080211,32.9689,52.9866,47.6166,34.8871,15.3832,88.8046,110.03,46.8063,12.711,11.8342
"515",20080212,33.4357,52.4033,47.3334,35.4227,15.5819,89.7802,105.86,45.9533,12.9534,11.9795
"516",20080213,33.6059,53.2771,48.3663,35.01,16.0517,90.744,109.38,48.0079,12.7837,11.9894
"517",20080214,33.2918,52.8984,47.5666,34.4393,17.4066,89.9312,108.5,47.1365,12.6463,11.8347
"518",20080215,32.9034,53.7015,47.3917,34.4568,18.2015,89.0828,105.1,46.8522,12.6948,11.8425
"519",20080219,32.694,55.8235,47.2251,33.7543,18.4906,88.1344,102.84,47.8795,12.5736,11.9585
"520",20080220,33.1391,55.755,46.7336,34.2724,18.1925,88.0529,103,48.4816,12.5736,11.9817
"521",20080221,32.7943,54.6005,46.8419,33.6051,17.7047,87.5218,100.86,47.7093,12.5736,11.7264
"522",20080222,33.2569,55.7185,48.1497,34.4393,18.1564,88.6705,99.67,49.208,12.4523,11.8579
"523",20080225,33.6278,57.5347,48.1081,34.4393,18.346,89.9991,102.54,48.8494,12.3877,11.8966
"524",20080226,33.6147,56.9552,49.8159,34.29,18.2196,89.4867,104.53,49.1252,12.3715,11.8425
"525",20080227,33.7674,56.5399,49.6492,34.2197,18.3189,89.3272,103.22,48.6379,12.1049,11.7419
"526",20080228,33.6845,57.9546,48.9078,32.6304,18.1744,87.9766,102,48.4448,12.0564,11.8193
"527",20080229,33.2176,54.491,48.408,31.7698,17.6324,86.5394,99.51,46.2934,11.6282,11.3629
"528",20080303,33.5318,55.6592,48.4413,31.5152,18.0751,87.2843,97.68,46.7807,11.5312,11.2159
"529",20080304,33.5667,54.3176,48.0082,32.2879,18.057,85.4857,97.25,44.9602,11.5069,11.2701
"530",20080305,33.4401,56.1703,48.283,31.9191,17.9305,88.0088,102.03,45.5027,11.3372,11.2005
"531",20080306,33.0125,53.811,47.5666,30.9268,17.795,85.9666,95.43,44.3626,11.1756,11.0071
"532",20080307,32.7201,51.3058,47.2751,31.761,17.786,83.3546,96.47,42.4318,11.111,10.9839
"533",20080310,32.8292,48.1068,47.1334,31.7786,17.524,79.0454,90.53,42.1467,10.9979,11.0612
"534",20080311,33.3223,52.004,47.2667,34.5183,17.6957,85.2302,96.11,45.4567,11.1837,11.2469
"535",20080312,33.3485,53.7015,47.1334,33.4019,17.5421,84.7609,99.14,46.5048,10.9655,10.9916
"536",20080313,33.6322,54.6963,47.35,33.9824,17.4969,85.9751,100.88,46.937,10.9493,10.806
"537",20080314,33.2874,54.4043,46.8002,32.8214,17.1356,82.9107,99.68,45.4475,10.8847,10.7828
"538",20080317,33.4664,50.5437,46.4086,32.8482,17.0724,76.6936,98.52,44.381,10.8039,10.6977
"539",20080318,33.8329,54.0073,47.0334,34.3665,17.506,79.5267,101.4,47.1392,11.0948,10.9452
"540",20080319,33.7587,49.1199,46.7669,33.6609,17.4608,76.3348,100,45.3647,11.014,10.806
"541",20080320,33.8242,51.8853,47.2084,35.3221,17.4879,79.9841,109.7,45.0981,11.1837,10.9607
"542",20080324,33.8896,53.4734,47.2751,35.1792,18.2467,82.4805,114.94,46.9737,11.1029,10.7905
"543",20080325,34.0729,53.7106,47.7499,34.9916,18.4996,85.4122,114.1,47.8472,11.216,11.0225
"544",20080326,33.8242,56.3528,47.6166,33.2948,17.8041,83.3818,114.7,46.1371,11.0867,10.9916
"545",20080327,33.9289,55.0477,47.1667,32.1516,17.7047,83.4923,112.78,44.0408,11.0544,10.9761
"546",20080328,34.0598,55.7642,46.9002,31.2764,17.1627,81.6472,109.27,43.6178,10.8604,10.8524
"547",20080331,33.9944,54.5138,47.1834,31.321,17.519,79.5726,113.25,43.057,10.9332,11.0303
"548",20080401,34.1951,58.0686,47.8998,33.5002,18.2168,85.0653,119.61,45.2728,11.1191,11.3552
"549",20080402,33.9289,60.6059,47.4917,33.1519,18.5159,86.6706,119,46.3669,11.4018,11.6104
"550",20080403,33.9813,60.5146,47.6915,33.1429,18.525,87.1297,119.14,46.3026,11.4423,11.448
"551",20080404,34.4089,62.5179,47.3167,32.2677,18.3981,87.4035,116.62,47.5714,11.5554,11.5717
"552",20080407,34.1733,64.3798,47.0751,33.0358,18.7787,86.8525,114.28,47.2496,11.5312,11.711
"553",20080408,34.2256,65.8263,47.2917,32.3124,18.6065,87.0498,114.68,47.0197,11.4181,11.6955
"554",20080409,34.2824,65.0141,46.4586,31.3925,18.1987,84.9241,111.36,45.5119,11.4423,11.711
"555",20080410,34.3303,64.4071,46.3338,31.3299,18.1081,84.7286,113.95,46.514,11.5877,11.6414
"556",20080411,34.0598,64.8042,45.8922,30.8477,17.8271,83.5127,110.63,44.3534,11.4181,11.6723
"557",20080414,34.2125,67.8753,46.0005,29.767,17.8996,81.285,107.83,43.5902,11.3372,11.711
"558",20080415,34.1471,67.2319,45.9338,29.9903,17.8543,82.4125,108.6,43.7373,11.4018,11.827
"559",20080416,34.1776,68.6374,46.1005,30.8119,18.0537,84.1368,112.65,45.4751,11.6928,11.9508
"560",20080417,33.8809,72.1192,45.7173,30.7405,18.2712,84.499,111.6,45.4015,11.7089,11.9662
"561",20080418,33.7893,74.5971,46.0421,30.4011,18.3528,85.5567,115.07,50.7526,11.7574,12.1441
"562",20080421,33.7979,73.5019,46.6586,29.5884,18.3437,89.0717,118.15,50.0814,11.6282,12.0049
"563",20080422,33.5567,73.6936,46.2921,29.0972,18.0446,81.802,112.95,49.6309,11.4665,11.9121
"564",20080423,33.5567,73.1825,46.393,28.9007,17.8905,83.0519,110.41,49.9895,11.5393,11.974
"565",20080424,33.5435,72.101,46.0741,30.3654,17.9177,82.2441,100,50.0906,11.5635,11.9585
"566",20080425,33.39,74.515,46.0489,30.9548,17.7183,81.6421,102.57,51.4146,11.6605,12.0745
"567",20080428,33.3462,76.0209,46.0657,31.8122,17.9902,80.5266,100.76,53.4006,11.7089,12.1519
"568",20080429,33.2716,72.8813,45.7049,31.3299,18.3618,80.8548,98.88,52.9409,11.6282,12.0745
"569",20080430,31.0564,73.0456,44.5637,30.928,18.5975,77.969,98.13,57.8322,11.7736,11.7342
"570",20080501,31.9249,70.627,48.7508,33.268,20.2198,81.1558,99.95,60.3791,11.9513,12.0513
"571",20080502,32.2846,72.0462,47.6935,33.7681,19.9388,82.6471,97.81,61.7674,12.0807,12.1441
"572",20080505,32.1311,76.2947,47.5341,34.6165,19.6307,83.2355,99.1,62.4478,11.8706,12.0281
"573",20080506,32.1574,80.3834,47.4083,35.9562,19.7938,82.4533,98.6,63.8269,12.0968,11.9276
"574",20080507,31.5389,79.6305,47.1649,35.0542,19.531,79.9008,95.37,62.3926,11.9261,11.7264
"575",20080508,31.403,83.021,46.9048,34.688,19.9841,79.2648,93.65,62.6776,11.9342,11.8889
"576",20080509,31.2099,81.9076,46.7034,34.7594,19.6941,78.7359,94.67,61.4916,12.1944,11.7574
"577",20080512,31.1573,82.6834,46.8461,35.3935,19.9932,79.0709,97.53,62.5213,12.4626,11.9662
"578",20080513,31.0827,84.9696,47.3914,35.0363,20.0294,77.5031,100.77,65.0038,12.3731,12.1055
"579",20080514,31.381,83.7877,48.239,35.206,20.2651,80.6779,100.33,66.2174,12.365,12.3663
"580",20080515,31.6881,87.1463,48.8095,35.0988,20.3829,80.5793,98.63,67.3116,12.3488,12.2958
"581",20080516,31.7978,88.7389,49.6821,34.2682,20.0476,81.4823,95.61,67.2748,12.3731,12.4054
"582",20080519,31.6003,85.5537,49.6486,34.295,20.0204,82.421,90.61,64.9486,12.5683,12.4132
"583",20080520,31.4819,88.602,49.1954,33.2055,19.9025,82.4992,89.25,64.1855,12.5276,12.515
"584",20080521,31.3766,85.0734,47.9116,32.7053,19.7032,78.9213,87.42,63.9138,12.4138,12.4837
"585",20080522,31.5959,85.7676,48.3144,33.2501,20.111,78.6424,86.02,63.7849,12.4626,12.7733
"586",20080523,31.6661,85.859,47.5005,32.9554,19.6125,77.6765,85.08,62.4861,12.2675,12.742
"587",20080527,31.7802,88.4259,47.8026,33.0715,19.83,77.2378,86.86,62.2559,12.3325,13.0863
"588",20080528,31.9249,97.442,47.3746,31.8122,19.676,74.2959,90.31,65.3783,12.4382,13.1724
"589",20080529,32.2144,92.2443,48.197,33.1429,20.0838,74.4149,90.55,64.273,12.5926,13.4072
"590",20080530,32.4908,97.3598,47.9536,33.2055,20.401,73.029,91.65,64.7612,12.6658,13.2116
"591",20080602,32.0872,98.182,47.4334,32.6339,20.392,70.1789,90.53,65.0191,12.5764,13.1881
"592",20080603,32.1969,96.7021,47.0894,32.4999,20.2107,68.1689,90.38,65.0375,12.6008,13.0707
"593",20080604,32.6311,93.0208,46.9803,32.482,20.4645,64.2033,92.34,64.5862,12.7715,13.3133
"594",20080605,32.9163,99.1777,46.7285,33.0804,20.5913,68.5022,94.66,64.4757,12.8934,13.4072
"595",20080606,31.903,95.4324,45.1931,31.446,19.9116,66.2427,92.28,61.9151,12.5033,13.0237
"596",20080609,31.9951,97.1406,44.5973,30.285,19.9116,66.5497,91.08,60.2847,12.6495,13.2037
"597",20080610,32.596,91.075,45.3105,30.7316,19.7032,66.5855,92.12,60.3032,12.7309,13.1568
"598",20080611,32.3505,87.3662,43.9512,29.3112,19.4856,65.9016,87.21,58.2307,12.6739,12.9455
"599",20080612,32.1925,88.5538,44.2449,29.0199,19.3769,67.5507,86.99,63.9691,12.5764,12.8594
"600",20080613,32.153,92.7193,44.7819,28.0365,19.676,70.6921,87.59,66.5389,12.7715,12.9533
"601",20080616,31.96,92.3356,44.6812,29.1656,19.2772,71.3606,86.99,68.1508,12.804,12.9611
"602",20080617,31.7582,94.9391,44.6057,28.6283,19.1684,75.3495,89.69,67.2113,12.8365,12.9533
"603",20080618,31.4599,96.0901,44.7064,26.5886,18.5793,75.3188,90.65,66.2257,12.7228,12.922
"604",20080619,31.403,96.9122,45.3441,26.1516,18.6065,75.4672,93.15,66.4836,12.739,12.922
"605",20080620,30.5344,91.5866,44.8994,26.8345,17.8543,73.2774,90.04,65.2033,12.4707,12.6324
"606",20080623,30.2229,101.982,45.0168,24.9951,17.3739,74.5462,88.68,67.81,12.4626,12.6559
"607",20080624,30.0299,104.969,44.6979,25.933,17.2289,73.6236,88.95,65.3231,12.2269,12.5619
"608",20080625,30.5608,103.645,45.1762,25.7327,17.4736,72.863,92.89,66.6863,12.4464,12.6715
"609",20080626,30.3546,100.228,44.3792,24.8859,16.9027,69.5972,90.67,61.6295,12.1049,12.4445
"610",20080627,29.8545,101.279,43.3387,24.467,16.9389,66.8634,89.17,59.1887,11.861,12.1706
"611",20080630,30.2449,108.998,43.8337,23.3379,17.1746,65.6611,82.57,60.2847,12.1049,12.5698
"612",20080701,30.4028,105.59,44.119,24.5399,17.0114,61.06,81.52,59.9532,12.1455,12.5463
"613",20080702,30.2844,87.2566,44.1694,23.3561,16.7123,59.8816,80.34,56.9412,11.8366,12.5463
"614",20080703,30.859,85.4753,44.5889,22.7734,16.9027,59.3085,80.77,57.2176,11.6659,12.4837
"615",20080707,30.4862,89.3668,44.4044,21.2527,16.7518,56.7453,78.64,59.0505,11.2838,12.4054
"616",20080708,30.7055,84.1233,44.656,23.9389,17.1883,58.3245,83.55,60.4505,11.5521,12.3741
"617",20080709,30.8152,96.8574,44.7148,22.0358,16.8427,54.9223,79.16,59.99,11.5927,12.5228
"618",20080710,30.6485,98.657,44.5722,21.4803,16.9792,52.7888,71.45,61.0124,11.5439,12.5854
"619",20080711,30.3765,99.8811,43.8422,21.7171,16.8245,52.3693,72.46,60.8558,11.4139,12.4759
"620",20080714,30.2756,103.59,44.4294,19.4407,16.6427,50.5138,69.93,62.0532,11.3407,12.3037
"621",20080715,30.3063,101.224,44.2113,18.9672,16.77,52.6967,72.25,58.3136,11.2757,12.1784
"622",20080716,30.302,95.0578,44.1609,21.9356,17.2975,56.3787,76.96,59.9071,11.17,12.061
"623",20080717,30.5037,88.837,45.1679,25.7873,17.9341,56.8971,80.83,61.9795,11.0399,12.0219
"624",20080718,30.2142,89.0836,45.1259,26.4065,18.3706,56.6754,79.85,60.9756,11.1213,12.0297
"625",20080721,30.087,95.6699,45.042,24.9314,17.9977,55.7238,76,63.8954,11.1049,12.2332
"626",20080722,30.8989,91.8789,45.7636,28.2641,18.0341,62.5096,82,64.6046,11.17,12.2489
"627",20080723,30.9386,86.8547,45.9147,28.9288,18.1978,66.5906,85.19,64.1164,10.9911,12.0767
"628",20080724,30.8723,84.5618,45.7705,26.0514,18.0978,62.9257,67.28,60.2387,10.918,11.9436
"629",20080725,30.5238,89.3211,45.5166,25.4049,17.8431,63.1491,66.36,60.8742,10.983,11.9123
"630",20080728,30.2723,91.9063,45.2882,24.4306,17.2156,59.8031,65.29,59.4466,10.8936,11.8654
"631",20080729,32.7387,96.6656,46.346,26.4885,17.3975,63.717,69.66,60.9479,10.9586,11.8654
"632",20080730,33.0829,105.965,47.0313,27.3353,18.2705,63.5806,68.98,65.0099,11.0805,12.1941
"633",20080731,32.7167,98.9767,46.1598,26.0878,18.7889,61.5273,68.71,61.0492,10.9749,12.3506
"634",20080801,32.8358,96.6473,46.1512,26.8072,18.5161,56.6635,67.31,62.3296,10.731,11.9984
"635",20080804,33.0785,92.2077,46.9467,27.0257,18.698,55.0502,67.6,60.9019,10.6579,11.928
"636",20080805,33.5021,85.8133,47.9791,28.7376,19.5438,57.5349,72.72,62.1822,10.9343,12.1393
"637",20080806,33.5991,87.1835,48.4275,28.9197,19.3164,58.4848,74.42,64.7888,10.9013,12.5698
"638",20080807,33.4226,82.7074,47.4629,27.7269,19.1163,56.336,71.07,63.1677,10.8849,12.3819
"639",20080808,34.4948,82.3694,49.7307,28.5099,19.7256,57.9118,73.24,64.052,11.155,12.7263
"640",20080811,34.2698,78.3318,50.4076,29.8849,19.8348,59.5115,76.73,67.4231,11.1959,12.9689
"641",20080812,34.4287,79.1631,50.7038,28.0911,19.8621,57.6185,75.58,65.0283,11.0486,12.648
"642",20080813,34.1241,85.873,49.976,27.3171,19.8893,57.9221,72.05,65.2217,11.1059,12.6347
"643",20080814,34.1948,88.7534,50.1876,27.6813,20.0258,58.623,75.62,65.3875,10.9831,12.6268
"644",20080815,34.6095,86.4491,51.1523,27.7178,20.2713,60.9764,76.16,64.4296,10.8358,12.5476
"645",20080818,34.3139,86.8148,51.0592,26.6888,19.8621,57.4821,74.09,63.2875,10.7949,12.4605
"646",20080819,34.1154,85.9278,50.8815,25.5233,19.5619,57.598,71.96,61.3348,10.8603,12.5713
"647",20080820,33.7844,90.5182,50.3908,24.4761,19.371,58.3433,69.98,62.3275,10.7703,12.5555
"648",20080821,33.7138,91.14,49.4514,23.4108,19.5074,58.2921,70.37,60.3974,10.7458,12.6743
"649",20080822,34.0448,90.7834,50.433,24.4852,19.7347,60.9935,71.82,61.3301,10.7458,12.7297
"650",20080825,33.5285,88.6345,49.4768,23.5382,18.9435,58.2683,70.16,60.9145,10.7703,12.6584
"651",20080826,33.4447,89.1557,49.2907,23.7932,19.1709,54.9308,70.29,59.677,10.8195,12.7692
"652",20080827,33.5683,90.6005,49.4091,24.0026,19.3437,56.4128,69.06,59.557,10.9668,12.5238
"653",20080828,33.8463,92.7494,50.4415,25.4049,19.6893,58.2921,70.04,62.0412,11.1468,12.7613
"654",20080829,33.555,92.3562,50.0946,25.5597,19.2709,57.39,69.14,60.2127,11.114,12.5793
"655",20080902,33.8418,85.0226,51.1269,26.5431,19.2527,57.7566,73.88,58.5873,11.1223,12.4209
"656",20080903,34.0139,81.5844,51.5923,26.9893,19.6256,59.2062,71.71,57.0727,11.0077,12.4368
"657",20080904,33.7227,74.3239,52.2947,24.7493,18.989,55.9694,68.7,53.7666,11.024,12.4368
"658",20080905,33.9786,75.156,52.9293,27.3991,18.7162,56.1143,69.98,55.0041,10.9258,12.4526
"659",20080908,34.9228,70.4285,53.3439,30.3766,19.3982,59.6433,70.13,55.6136,11.2368,12.6822
"660",20080909,34.7242,62.2719,53.547,29.0472,18.8708,55.9107,67.07,49.4353,11.0077,12.1518
"661",20080910,34.4595,65.9752,53.0647,28.8104,19.18,57.0984,67.76,52.252,11.0486,12.3418
"662",20080911,35.0684,67.5938,53.4201,29.4159,19.5983,58.5052,70.93,53.4618,11.0977,12.0963
"663",20080912,35.2581,74.5708,53.8516,30.318,19.7347,59.9599,56.72,53.9882,11.2614,12.223
"664",20080915,34.7595,66.8074,53.6654,28.3185,18.9981,56.8725,55.82,50.3773,10.8276,11.8509
"665",20080916,34.5521,68.5082,54.1055,30.2994,18.6434,58.714,57,52.8061,10.4102,11.7639
"666",20080917,33.7536,59.1354,53.657,29.1648,17.7522,55.002,55.81,49.4538,9.94372,11.2335
"667",20080918,33.9212,63.5338,53.8008,33.7404,18.4706,60.3278,60.02,50.248,10.1238,11.0672
"668",20080919,33.3565,69.9347,52.7177,37.6557,18.8071,66.8841,59.97,54.0344,10.5249,11.7322
"669",20080922,32.5401,69.953,51.3977,36.1212,18.0887,68.1112,57.89,53.4526,10.3938,11.6372
"670",20080923,32.5314,65.3626,51.5331,34.8471,17.5339,64.746,57.22,53.3695,10.3529,11.3364
"671",20080924,32.902,62.2627,52.2101,33.4707,17.4339,63.4374,57.18,48.9921,10.3039,11.4947
"672",20080925,33.533,59.4829,52.0407,32.1129,18.125,65.864,57.3,44.7993,10.4266,11.7322
"673",20080926,33.9697,55.0845,52.3455,32.364,18.8708,69.4345,58.66,42.1766,10.5576,11.7164
"674",20080929,33.0829,43.3434,51.7361,29.9553,16.6245,61.9641,55.84,38.6118,9.91914,11.281
"675",20080930,33.255,48.0252,52.9462,30.2436,17.8067,66.9022,54.81,40.699,10.3284,11.4868
"676",20081001,33.6565,43.4348,52.667,32.5221,17.5976,69.1121,57.53,39.5907,10.2956,11.3918
"677",20081002,33.908,34.7296,53.5132,32.0292,16.6972,64.7044,54.46,35.2964,9.97652,11.083
"678",20081003,33.3079,34.7479,52.8616,31.3038,16.7791,62.9954,50.8,34.4468,9.77187,10.7585
"679",20081006,32.0857,33.6323,51.9647,29.9181,16.5994,69.9926,48.43,33.3848,9.01894,10.1093
"680",20081007,31.5519,29.0053,50.56,27.7698,15.7325,69.3617,47.91,32.4059,8.29055,9.30976
"681",20081008,29.9855,30.1941,49.9254,25.5006,15.5043,70.8904,52,32.5444,7.99591,9.05643
"682",20081009,28.2868,26.8473,48.1991,21.6039,14.9477,61.4632,49.22,30.5866,7.52941,8.13812
"683",20081010,27.197,27.5514,47.4967,22.4688,14.1081,68.3027,48.8,30.0417,7.52941,7.29898
"684",20081013,29.6016,32.7727,49.9846,22.8408,15.3583,70.7535,50.5,35.8228,8.18415,8.07479
"685",20081014,28.1853,29.746,49.1045,27.2211,15.2488,68.7013,46.5,32.2396,8.09412,8.51811
"686",20081015,26.8881,21.3974,46.9636,26.3376,12.9674,62.5275,41.04,27.7237,7.56216,7.60772
"687",20081016,27.6647,24.8082,48.9099,27.0909,13.9347,64.8223,44.43,30.0786,8.32328,8.1302
"688",20081017,27.4573,25.6311,49.6207,27.5001,13.8891,63.4842,44.35,29.7,8.33964,8.06687
"689",20081020,28.4898,33.2482,50.2808,26.04,14.5005,62.5101,45.6,31.7964,9.11715,8.78727
"690",20081021,27.7221,31.5017,49.2907,27.1467,14.0534,56.6829,43.57,30.1248,8.7243,8.73977
"691",20081022,26.1056,27.9812,48.3429,25.3053,12.9127,52.8732,40.83,27.9915,8.27417,8.23312
"692",20081023,25.8969,24.927,47.776,24.1614,12.9857,48.2696,44.56,26.6524,8.34783,8.51019
"693",20081024,24.9643,22.6318,46.3928,22.8873,12.0092,43.2397,44.85,24.9809,8.28236,8.38353
"694",20081027,24.4315,20.483,46.0259,24.1707,12.4564,40.385,47.46,24.8516,7.93862,8.04312
"695",20081028,26.4297,26.2164,47.6212,26.4957,14.8929,45.4305,52.06,28.1854,8.45423,9.00101
"696",20081029,26.8205,24.7167,48.9521,25.3239,14.2632,46.1793,54.62,29.5338,8.35601,8.90602
"697",20081030,28.5745,24.4058,50.3001,24.7287,13.7978,47.7531,50.91,29.1736,8.60973,9.26226
"698",20081031,27.7663,24.5795,51.8697,25.6959,14.4093,49.0496,48.79,24.1589,8.38875,9.08809
"699",20081103,28.2103,27.524,52.7827,25.4541,15.6047,52.3203,48.88,24.3991,8.42968,9.34142
"700",20081104,29.3738,30.4501,53.5163,27.156,16.2435,55.3465,50.5,26.6339,8.56062,9.26226
"701",20081105,28.2325,27.8806,51.6565,25.1937,15.4861,48.8589,48.59,24.5838,8.64318,9.58683
"702",20081106,27.3223,23.1165,50.155,23.343,15.2762,45.0926,48.56,21.2314,8.13135,9.08809
"703",20081107,27.8862,23.2354,50.5304,22.8222,15.8693,46.3318,48.33,22.6906,8.44505,9.63433
"704",20081110,28.2015,23.8846,50.1209,22.1898,15.0754,42.1685,45.42,20.7143,8.25518,9.34142
"705",20081111,27.451,19.788,49.865,21.7062,14.4001,40.905,44.74,20.114,8.18088,9.50767
"706",20081112,26.483,17.0595,49.0033,20.367,13.7157,38.9967,42.19,18.3501,7.9745,9.23652
"707",20081113,28.1482,20.2455,52.612,21.855,14.8564,38.787,44.28,20.7789,8.73397,9.7108
"708",20081114,27.6109,18.6203,50.7863,20.4414,14.1902,35.8179,44.28,19.9108,8.89908,9.55807
"709",20081117,27.5532,18.0419,51.2215,20.1717,13.8526,32.932,44.06,18.9965,8.64318,9.34906
"710",20081118,28.3302,16.9768,52.0746,19.8927,13.8435,32.1278,43.33,19.3936,8.49458,9.63845
"711",20081119,28.0328,15.1038,50.7351,18.2559,12.5841,29.722,40.79,18.3363,8.09007,9.26063
"712",20081120,26.8649,12.8451,48.6194,15.5217,12.1552,27.4098,38.58,16.5669,7.26455,8.9632
"713",20081121,27.8817,16.4443,49.9332,15.8937,12.7393,30.3702,39.12,19.1185,7.93322,9.65453
"714",20081124,28.3702,18.905,50.7522,17.8095,13.8252,34.3949,42.58,20.9624,8.16437,9.87962
"715",20081125,27.8596,19.7864,49.7114,18.8511,14.3545,34.6237,44.69,21.9682,8.08182,10.0324
"716",20081126,28.1437,22.3481,49.464,19.8276,15.1302,36.7382,48.05,22.8528,8.2139,9.99216
"717",20081128,28.9075,21.8063,50.4707,20.9715,15.8237,36.2079,49.58,23.8213,8.38726,10.3941
"718",20081201,27.2201,17.2798,48.3208,16.9632,14.172,30.5037,45.66,20.9717,7.87544,9.79119
"719",20081202,27.8329,18.96,49.0033,18.6,14.6191,29.8156,45.94,21.7633,8.11484,9.91981
"720",20081203,28.2814,18.1796,49.2251,19.53,14.683,31.639,49.19,22.9087,8.42028,10.2976
"721",20081204,27.4155,16.8666,47.9881,18.9069,14.3271,30.7256,50.73,20.9903,7.90846,10.0645
"722",20081205,28.0328,18.2347,48.2099,20.5623,14.7834,33.4502,52.98,21.6329,8.11484,10.2896
"723",20081208,27.2467,22.0359,46.5548,21.5109,15.0572,38.9792,56.83,23.5606,8.18088,10.3459
"724",20081209,26.6162,21.2004,45.1557,20.0043,14.9842,37.94,53.31,25.0692,8.04879,10.1208
"725",20081210,26.3409,25.2403,45.3092,19.8369,15.0845,38.6531,59.11,25.0971,8.32947,10.2172
"726",20081211,25.9369,23.0367,45.4458,17.5328,14.5826,37.2391,55.06,23.1695,8.11484,10.0967
"727",20081212,26.221,24.5149,45.113,18.1091,14.2724,36.6916,57.43,23.1043,8.17262,10.1931
"728",20081215,26.372,23.0367,44.7889,17.3345,14.2541,35.5531,56.61,22.3407,7.85068,9.89569
"729",20081216,27.8196,24.7904,46.6828,18.8081,15.0572,38.2922,60.95,23.6817,8.09007,10.2172
"730",20081217,27.5798,26.59,44.9851,18.0241,14.975,38.77,64.43,24.2404,7.96624,10.0565
"731",20081218,28.4146,24.7996,46.8534,18.0996,14.391,38.7839,63.97,23.5606,7.9002,9.83942
"732",20081219,28.8898,24.1018,45.7188,17.9957,14.4549,37.3978,64.12,24.7153,8.03228,9.99216
"733",20081222,29.4093,21.7145,46.6487,18.0429,14.3545,33.9089,63.22,23.1322,7.96624,9.91177
"734",20081223,29.276,22.3756,45.8638,17.9863,14.172,32.4286,59.16,23.1508,7.67732,9.65453
"735",20081224,29.8666,21.3381,46.2733,18.1658,14.0442,32.6797,58.74,23.0857,7.61127,9.70276
"736",20081226,30.1997,22.899,46.3928,18.0524,14.2085,31.7521,58.19,23.393,7.79289,9.72688
"737",20081229,29.9022,22.0451,45.8382,17.6651,14.1355,32.0224,57.28,22.6107,7.78464,9.72688
"738",20081230,30.2485,23.0826,46.9814,18.4019,15.0115,34.908,60.56,23.7468,7.96624,9.96804
"739",20081231,30.4928,23.4131,47.57,18.8553,15.4313,36.5242,61.84,24.9016,8.37901,10.177
"740",20090102,30.8791,27.15,48.1075,19.8472,16.4169,37.056,64.14,27.239,8.62665,10.3217
"741",20090105,30.213,28.2335,47.8516,18.298,15.6595,36.7509,62.63,28.0213,8.84129,10.5629
"742",20090106,29.5292,29.0782,47.3056,19.2899,15.7694,35.3683,60.27,29.3902,9.11372,10.37
"743",20090107,29.2627,26.8195,46.4781,17.8068,15.2383,34.7615,58.39,26.1401,8.97338,10.2172
"744",20090108,29.1251,26.4522,46.2392,17.8446,15.4489,33.5288,57.2,27.4905,9.22929,10.5066
"745",20090109,28.8232,24.9281,45.1813,16.8716,14.9178,32.8401,53.37,26.4102,9.2458,10.3137
"746",20090112,29.1118,22.6235,44.951,15.3885,14.3775,33.0528,54.19,24.4453,9.0807,10.2816
"747",20090113,28.6144,23.3305,44.7889,15.8986,14.0386,32.3048,52.25,24.557,8.89082,10.161
"748",20090114,27.9039,19.364,43.8675,15.3129,13.6082,30.8106,49.97,22.8342,8.95687,9.99216
"749",20090115,27.9395,20.6586,43.313,13.8676,13.7639,29.3843,51.46,24.3521,9.1715,10.0484
"750",20090116,28.2458,20.374,43.9017,13.6314,14.0112,30.4758,53.05,24.4732,9.27882,10.2494
"751",20090120,27.8151,19.0978,42.9462,12.2239,12.8573,27.8709,49.67,22.4617,9.36962,10.0163
"752",20090121,28.1748,21.182,43.4836,13.0929,13.7639,31.2308,50.11,24.3242,9.60903,10.1288
"753",20090122,28.0095,20.475,43.9443,14.321,13.5441,29.4628,49.03,23.6444,9.62554,10.2574
"754",20090123,27.5716,21.5217,42.3575,16.1253,13.7364,29.5046,48.95,23.8027,9.95571,10.4504
"755",20090126,27.5761,21.4758,41.7467,16.2103,13.7822,29.0147,48.49,23.0484,9.99703,10.8443
"756",20090127,27.8397,22.2838,42.1256,16.3898,13.6998,29.468,48.05,22.9646,9.82366,10.9247
"757",20090128,28.5771,23.8538,42.8662,18.8176,14.6064,32.3589,50.37,24.6967,9.86494,11.0372
"758",20090129,29.2116,22.2379,43.469,17.0983,14.0661,30.1288,48.89,23.4675,9.75762,10.9809
"759",20090130,29.082,21.2279,43.3053,15.653,13.4159,30.3416,47.61,22.3313,9.69158,10.7398
"760",20090202,28.7558,20.3373,43.4776,15.9364,13.4617,29.2884,48.07,22.5735,9.87319,11.1337
